Index,Date time,Duration,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flag,Forwarding status,ToS,Packets,Bytes,Label
68699,2016-07-30 04:41:05,0.0,49.132.138.184,42.219.152.249,32477,53,UDP,.A....,0,40,1,77,background
68799,2016-07-30 04:48:19,0.0,143.72.4.250,42.219.158.161,53,45267,UDP,.A....,0,0,1,58,background
68899,2016-07-30 04:53:14,0.724,85.236.82.121,42.219.153.154,443,33645,TCP,.AP.SF,0,0,9,5112,background
68999,2016-07-30 05:00:47,2.992,42.219.159.95,123.175.198.224,57907,445,TCP,....S.,0,0,2,96,background
69099,2016-07-30 05:07:53,1.716,42.219.155.28,64.85.73.106,443,26255,TCP,.APRSF,0,0,9,3292,background
69199,2016-07-30 05:15:15,2.948,42.219.159.95,229.8.153.81,61398,445,TCP,....S.,0,0,2,96,background
69299,2016-07-30 05:22:10,2.136,74.159.165.99,42.219.155.28,3416,443,TCP,.APRSF,0,0,14,2937,background
69399,2016-07-30 05:29:31,0.0,64.133.233.127,42.219.150.57,39687,53413,UDP,.A....,0,72,1,151,background
69499,2016-07-30 05:36:34,0.0,143.72.8.137,42.219.154.105,53,55612,UDP,.A....,0,0,1,74,background
69599,2016-07-30 05:43:33,0.0,85.199.77.54,42.219.149.132,51187,53413,UDP,.A....,0,72,2,197,background
69699,2016-07-30 05:50:39,9.472,143.72.8.137,42.219.158.19,53,34419,UDP,.A....,0,0,2,172,nerisbotnet
69799,2016-07-30 05:57:28,0.0,42.219.154.108,102.216.44.70,80,15049,TCP,.AP...,0,2,5,6128,background
69899,2016-07-30 06:04:38,0.484,214.42.211.103,42.219.156.211,60625,80,TCP,.APRS.,0,0,5,616,background
69999,2016-07-30 06:12:03,0.384,42.219.158.226,43.164.44.10,58706,443,TCP,.AP.SF,0,0,15,1521,background
70099,2016-07-30 06:19:40,4.388,212.116.99.118,42.219.156.211,45892,80,TCP,.AP.SF,0,0,6,717,background
70199,2016-07-30 06:27:05,2.944,42.219.159.95,253.6.59.57,1771,445,TCP,....S.,0,0,2,96,background
70299,2016-07-30 06:34:28,0.276,42.219.156.211,176.245.66.16,443,64396,TCP,.AP.SF,0,0,10,6301,background
70399,2016-07-30 06:41:55,0.004,143.72.8.137,42.219.155.123,53,40052,UDP,.A....,0,0,2,156,background
70499,2016-07-30 06:49:07,0.0,42.219.153.62,66.9.2.187,53,56652,UDP,.A....,0,0,1,151,background
70599,2016-07-30 06:56:43,2.384,42.219.155.123,42.170.210.197,80,58733,TCP,.AP.S.,0,0,5,4373,background
70699,2016-07-30 07:03:57,0.324,165.13.135.117,42.219.156.211,51460,80,TCP,.AP.SF,0,0,6,633,background
70799,2016-07-30 07:11:29,2.9,42.219.159.90,187.70.243.198,43030,445,TCP,....S.,0,0,2,96,background
70899,2016-07-30 07:18:54,0.0,208.158.87.182,42.219.159.188,44176,2222,TCP,....S.,0,40,1,48,background
70999,2016-07-30 07:26:23,1.564,70.186.82.34,42.219.155.28,56359,443,TCP,.APRSF,0,0,12,2861,background
71099,2016-07-30 07:34:00,0.04,42.219.155.26,43.164.44.49,49923,80,TCP,.AP.S.,0,0,4,878,background
71199,2016-07-30 07:41:27,0.0,143.72.8.137,42.219.145.114,53,64514,UDP,.A....,0,0,1,119,background
71299,2016-07-30 07:49:02,0.0,143.72.8.137,42.219.154.128,53,41677,UDP,.A....,0,0,1,120,background
71399,2016-07-30 07:56:33,0.0,65.247.77.13,42.219.153.89,443,64800,TCP,.AP...,0,0,1,178,background
71499,2016-07-30 08:04:04,0.0,143.72.8.137,42.219.145.114,53,65491,UDP,.A....,0,0,1,114,background
71599,2016-07-30 08:11:44,0.0,185.15.2.69,42.219.159.88,443,54599,TCP,.A....,0,0,1,40,background
71699,2016-07-30 08:19:09,0.012,42.219.155.87,165.133.210.175,80,43266,TCP,.AP.SF,0,0,5,504,background
71799,2016-07-30 08:26:55,0.0,143.72.4.250,42.219.154.163,53,47455,UDP,.A....,0,0,1,157,background
71899,2016-07-30 08:34:46,0.0,143.72.8.137,42.219.154.7,53,55544,UDP,.A....,0,0,1,83,background
71999,2016-07-30 08:42:37,0.0,245.131.62.22,42.219.159.71,54442,6881,UDP,.A....,0,0,1,126,background
72099,2016-07-30 08:50:16,0.0,235.244.181.132,42.219.159.94,43729,23,TCP,....S.,0,72,1,52,background
72199,2016-07-30 08:57:27,0.0,143.72.8.137,42.219.154.128,53,53936,UDP,.A....,0,0,1,120,background
72299,2016-07-30 09:04:33,0.272,202.29.243.161,42.219.156.211,4911,80,TCP,.AP.SF,0,0,6,623,background
72399,2016-07-30 09:11:48,12.116,176.130.154.197,42.219.156.211,43402,80,TCP,.AP.SF,0,40,8,1206,background
72499,2016-07-30 09:19:01,1.096,42.219.159.85,113.201.250.197,27758,443,TCP,.AP.S.,0,0,10,1648,background
72599,2016-07-30 09:26:21,5.952,42.219.155.56,168.26.133.77,80,49341,TCP,.A..SF,0,0,3,144,background
72699,2016-07-30 09:33:36,0.012,208.104.30.212,42.219.156.211,60058,443,TCP,.APR..,0,0,2,135,background
72799,2016-07-30 09:40:56,3.076,169.110.34.181,42.219.159.76,58319,27027,UDP,.A....,0,0,5,444,background
72899,2016-07-30 09:48:07,0.0,189.247.163.117,42.219.156.240,30475,3389,TCP,....S.,0,74,1,52,background
72999,2016-07-30 09:54:55,0.76,42.219.154.190,194.149.40.54,59941,443,TCP,.AP.SF,0,0,11,3595,background
73099,2016-07-30 10:01:55,4.244,211.166.19.217,42.219.156.211,51185,443,TCP,.AP.S.,0,40,11,1674,background
73199,2016-07-30 10:08:23,4.42,216.35.136.229,42.219.156.211,46586,443,TCP,.AP.S.,0,0,10,1374,background
73299,2016-07-30 10:15:11,2.92,42.219.159.95,240.239.21.125,39295,445,TCP,....S.,0,0,2,96,background
73399,2016-07-30 10:21:32,0.944,42.219.154.128,216.60.35.156,995,64079,TCP,.AP.SF,0,0,30,24613,background
73499,2016-07-30 10:27:58,2.888,42.219.159.90,246.151.112.75,29116,445,TCP,....S.,0,0,2,96,background
73599,2016-07-30 10:34:06,0.0,223.86.178.87,42.219.156.211,51749,443,TCP,....S.,0,2,1,52,background
73699,2016-07-30 10:40:28,0.28,133.224.233.112,42.219.156.211,58992,443,TCP,.AP.SF,0,0,9,1069,background
73799,2016-07-30 10:46:57,0.024,43.164.40.113,42.219.159.85,443,27065,TCP,.AP...,0,0,2,605,background
73899,2016-07-30 10:53:38,4.412,216.55.164.83,42.219.156.211,45190,443,TCP,.AP.S.,0,0,7,490,background
73999,2016-07-30 10:59:59,0.028,42.219.159.86,240.202.153.111,52364,80,TCP,.A....,0,0,3,120,background
74099,2016-07-30 11:06:03,0.0,124.110.254.196,42.219.153.7,49428,53,UDP,.A....,0,0,1,77,background
74199,2016-07-30 11:12:10,0.0,79.242.167.65,42.219.157.16,21607,53,UDP,.A....,0,40,1,81,background
74299,2016-07-30 11:18:12,0.0,143.72.8.137,42.219.154.101,53,44138,UDP,.A....,0,0,1,124,background
74399,2016-07-30 11:24:29,8.976,42.219.159.85,150.153.106.115,27222,443,TCP,.AP.S.,0,0,103,20660,background
74499,2016-07-30 11:30:46,0.376,42.219.156.211,219.198.43.205,443,65333,TCP,.AP.SF,0,0,10,5515,background
74599,2016-07-30 11:36:51,2.956,42.219.159.90,241.9.100.251,30947,445,TCP,....S.,0,0,2,96,background
74699,2016-07-30 11:43:19,6.98,234.153.225.64,42.219.150.173,1051,445,TCP,....S.,0,72,2,96,background
74799,2016-07-30 11:49:51,1.568,42.219.159.82,133.18.60.180,10021,37796,TCP,.AP.SF,0,0,10,615,background
74899,2016-07-30 11:55:46,0.0,158.39.99.133,42.219.159.182,443,62515,TCP,.A....,0,40,1,52,background
74999,2016-07-30 12:01:25,17.708,194.233.67.100,42.219.154.97,57443,80,TCP,.AP.SF,0,0,81,4488,background
75099,2016-07-30 12:06:44,0.0,42.219.147.178,143.72.8.137,19451,53,UDP,.A....,0,0,1,75,background
75199,2016-07-30 12:11:55,0.132,108.66.255.199,42.219.156.183,25,44581,TCP,.AP.SF,0,72,3,230,background
75299,2016-07-30 12:17:03,0.0,42.219.159.182,212.54.6.250,49693,80,TCP,.A....,0,0,1,41,background
75399,2016-07-30 12:22:33,0.0,106.150.66.115,42.219.159.182,40014,44499,UDP,.A....,0,0,1,48,background
75499,2016-07-30 12:28:27,0.904,209.55.56.239,42.219.156.211,59801,80,TCP,.AP.SF,0,0,6,697,background
75599,2016-07-30 12:34:10,3.008,42.219.159.95,246.158.92.158,35372,445,TCP,....S.,0,0,2,96,background
75699,2016-07-30 12:39:53,0.288,209.135.163.140,42.219.156.211,64844,80,TCP,.AP.SF,0,0,5,598,background
75799,2016-07-30 12:45:12,0.0,175.177.229.99,42.219.153.179,16344,80,TCP,....S.,0,2,1,48,background
75899,2016-07-30 12:50:30,1.38,42.219.156.211,217.34.47.56,443,52636,TCP,.AP.SF,0,0,9,1656,background
75999,2016-07-30 12:55:55,2.92,42.219.159.95,154.141.199.166,14352,445,TCP,....S.,0,0,2,96,background
76099,2016-07-30 13:01:39,3.072,42.219.154.197,76.164.184.111,80,45450,TCP,.AP.SF,0,0,49,66022,background
76199,2016-07-30 13:06:59,2.008,96.111.225.135,42.219.156.211,55684,443,TCP,.AP.SF,0,0,9,1071,background
76299,2016-07-30 13:12:41,5.308,197.34.206.129,42.219.155.103,50507,80,TCP,.AP.SF,0,0,73,4705,background
76399,2016-07-30 13:18:33,11.208,201.166.84.191,42.219.158.156,52168,443,TCP,.AP.SF,0,0,22,3100,background
76499,2016-07-30 13:24:24,0.148,42.219.159.86,158.142.172.198,43513,443,TCP,.AP...,0,0,2,141,background
76599,2016-07-30 13:30:20,8.824,222.239.97.234,42.219.159.85,443,27035,TCP,.A..SF,0,24,3,144,background
76699,2016-07-30 13:36:21,0.0,131.230.177.157,42.219.155.168,44725,53413,UDP,.A....,0,0,2,197,background
76799,2016-07-30 13:42:32,2.368,42.219.158.156,168.38.13.140,443,50112,TCP,.AP.SF,0,0,8,913,background
76899,2016-07-30 13:48:29,0.016,76.164.221.121,42.219.145.25,45956,80,TCP,.A...F,0,0,2,104,background
76999,2016-07-30 13:54:47,0.0,42.219.154.97,143.72.8.137,38525,53,UDP,.A....,0,0,1,77,background
77099,2016-07-30 14:00:41,0.0,42.219.153.248,60.242.232.73,80,18605,TCP,.A....,0,0,1,52,background
77199,2016-07-30 14:06:53,0.14,42.219.152.242,96.96.3.52,80,65029,TCP,.A.RS.,0,0,3,132,background
77299,2016-07-30 14:13:23,0.092,42.219.155.81,211.54.6.100,80,55176,TCP,.AP.S.,0,0,9,9803,background
77399,2016-07-30 14:20:06,0.244,42.219.156.211,201.165.144.226,80,47219,TCP,.AP.SF,0,0,4,1038,background
77499,2016-07-30 14:27:06,21.684,60.242.232.68,42.219.153.158,20618,80,TCP,.AP.SF,0,40,15,1042,background
77599,2016-07-30 14:34:09,0.428,76.164.197.81,42.219.158.235,50859,25,TCP,.A....,0,0,2,92,background
77699,2016-07-30 14:41:15,0.032,36.178.196.253,42.219.158.213,10010,35249,TCP,.A..SF,0,40,3,164,background
77799,2016-07-30 14:48:16,2.956,42.219.159.90,98.244.136.119,9087,445,TCP,....S.,0,0,2,96,background
77899,2016-07-30 14:54:52,2.968,42.219.159.95,127.101.148.167,5003,445,TCP,....S.,0,0,2,96,background
77999,2016-07-30 15:01:27,2.952,42.219.159.90,112.191.246.131,62693,445,TCP,....S.,0,0,2,96,background
78099,2016-07-30 15:08:08,0.0,143.72.8.137,42.219.159.85,53,27654,UDP,.A....,0,0,1,95,background
78199,2016-07-30 15:14:42,0.0,217.187.62.242,42.219.159.82,42581,8000,TCP,.AP...,0,72,1,84,background
78299,2016-07-30 15:21:17,2.996,214.43.224.56,42.219.158.180,56159,80,TCP,.AP.SF,0,0,6,1475,background
78399,2016-07-30 15:27:56,17.96,42.219.159.85,210.56.83.123,26338,7001,TCP,....S.,0,0,7,364,background
78499,2016-07-30 15:34:10,2.204,78.161.85.237,42.219.154.105,61629,25,TCP,.AP.SF,0,72,8,402,background
78599,2016-07-30 15:40:47,2.976,42.219.159.95,92.155.216.183,16644,445,TCP,....S.,0,0,2,96,background
78699,2016-07-30 15:47:24,0.0,51.163.64.67,42.219.153.62,22210,53,UDP,.A....,0,0,1,66,background
78799,2016-07-30 15:53:04,0.0,204.97.44.202,42.219.153.62,37100,53,UDP,.A....,0,0,1,87,background
78899,2016-07-30 15:58:34,3.0,42.219.159.90,158.146.237.79,54059,445,TCP,....S.,0,0,2,96,background
78999,2016-07-30 16:03:43,0.0,42.219.158.16,42.219.150.246,80,20695,TCP,.A..S.,0,0,1,40,dos
79099,2016-07-30 16:10:00,1.06,42.219.157.6,123.6.182.170,41467,443,TCP,.AP...,0,0,3,422,background
79199,2016-07-30 16:16:36,0.0,61.182.250.76,42.219.159.194,29928,53,UDP,.A....,0,0,1,69,background
79299,2016-07-30 16:23:08,0.568,43.164.49.177,42.219.159.85,443,26431,TCP,.AP...,0,0,11,778,background
79399,2016-07-30 16:27:11,0.0,114.153.116.143,42.219.156.243,37524,22011,TCP,.AP...,0,0,1,54,background
79499,2016-07-30 16:33:16,0.0,42.219.153.62,185.45.98.186,53,14514,UDP,.A....,0,0,1,180,background
79599,2016-07-30 16:38:59,6.348,42.219.154.114,211.52.158.254,80,50407,TCP,.A..SF,0,0,3,172,background
79699,2016-07-30 16:44:20,0.208,42.219.156.211,209.135.163.140,80,57135,TCP,.AP.SF,0,0,4,930,background
79799,2016-07-30 16:50:02,0.0,42.219.153.62,61.0.246.203,37009,53,UDP,.A....,0,0,1,84,background
79899,2016-07-30 16:55:54,0.0,202.177.34.27,42.219.149.153,47274,53413,UDP,.A....,0,72,1,151,background
79999,2016-07-30 17:01:15,2.888,42.219.159.90,145.110.54.233,63925,445,TCP,....S.,0,0,2,96,background
80099,2016-07-30 17:06:45,0.0,42.219.154.128,143.72.8.137,42855,53,UDP,.A....,0,0,1,74,background
80199,2016-07-30 17:12:23,0.388,201.171.20.119,42.219.158.226,48802,80,TCP,.AP.S.,0,0,29,2187,background
80299,2016-07-30 17:17:49,0.0,42.219.159.121,32.67.171.209,57414,53,UDP,.A....,0,0,1,70,background
80399,2016-07-30 17:23:30,0.0,77.158.46.217,42.219.154.4,39094,53413,UDP,.A....,0,0,2,197,background
80499,2016-07-30 17:28:54,0.004,42.219.150.246,42.219.154.69,50953,1091,TCP,...RS.,0,0,2,84,scan11
80599,2016-07-30 17:33:21,3.216,49.208.57.50,42.219.156.132,18679,445,TCP,....S.,0,40,2,96,background
80699,2016-07-30 17:38:14,0.36,42.219.156.211,214.45.39.41,443,52136,TCP,.AP.SF,0,0,7,1571,background
80799,2016-07-30 17:44:50,0.2,42.219.158.160,219.196.234.102,80,36826,TCP,.AP.SF,0,0,15,17890,background
80899,2016-07-30 17:50:51,0.0,42.219.153.62,197.187.132.25,53,6544,UDP,.A....,0,0,1,191,background
80999,2016-07-30 17:57:11,0.58,42.219.159.88,43.164.44.14,53468,443,TCP,.AP.S.,0,0,14,11346,background
81099,2016-07-30 18:03:06,10.136,42.219.159.85,218.134.53.51,50531,80,TCP,.A..S.,0,0,3,164,background
81199,2016-07-30 18:08:59,11.748,60.242.232.68,42.219.152.126,50536,80,TCP,.AP.S.,0,40,11,850,background
81299,2016-07-30 18:15:04,0.0,42.219.159.92,143.72.4.250,53444,53,UDP,.A....,0,0,1,73,background
81399,2016-07-30 18:20:45,1.4,91.71.126.151,42.219.155.94,51570,80,TCP,.AP..F,0,24,8,605,background
81499,2016-07-30 18:26:37,0.0,244.182.245.188,42.219.159.182,5228,55788,TCP,.A....,0,0,1,52,background
81599,2016-07-30 18:32:51,2.98,210.95.164.56,42.219.156.211,49681,443,TCP,.AP..F,0,0,8,1081,background
81699,2016-07-30 18:39:06,3.008,42.219.159.95,200.68.187.25,28797,445,TCP,....S.,0,0,2,96,background
81799,2016-07-30 18:45:06,0.0,143.72.8.137,42.219.159.92,53,30399,UDP,.A....,0,0,1,105,background
81899,2016-07-30 18:51:00,0.0,42.219.153.7,85.236.127.145,53,13213,UDP,.A....,0,0,1,226,background
81999,2016-07-30 18:57:12,0.0,238.179.22.92,42.219.152.97,45686,53413,UDP,.A....,0,72,2,197,background
82099,2016-07-30 19:03:09,3.04,42.219.159.90,97.79.39.72,47890,445,TCP,....S.,0,0,2,96,background
82199,2016-07-30 19:08:51,0.0,69.48.5.76,42.219.159.222,43859,53413,UDP,.A....,0,0,2,197,background
82299,2016-07-30 19:14:57,0.48,42.219.156.211,213.30.211.46,443,49283,TCP,.AP.SF,0,0,12,6817,background
82399,2016-07-30 19:20:58,6.376,223.113.221.22,42.219.156.246,56737,80,TCP,.APRSF,0,0,13,2076,background
82499,2016-07-30 19:27:01,8.2,220.73.4.134,42.219.154.109,55941,80,TCP,.AP.SF,0,72,334,20441,background
82599,2016-07-30 19:33:14,0.0,143.72.8.137,42.219.159.91,53,56191,UDP,.A....,0,0,1,77,background
82699,2016-07-30 19:39:00,0.0,208.43.190.231,42.219.148.27,45057,12345,TCP,....S.,0,40,1,40,background
82799,2016-07-30 19:44:47,0.0,91.71.126.195,42.219.153.47,34657,80,TCP,....S.,0,26,1,60,background
82899,2016-07-30 19:50:22,0.0,141.191.62.176,150.169.191.199,55040,443,TCP,.A...F,0,0,1,52,background
82999,2016-07-30 19:56:24,0.0,50.4.241.68,42.219.152.249,47204,53,UDP,.A....,0,72,1,73,background
83099,2016-07-30 20:02:35,0.0,57.199.178.227,42.219.159.85,9005,51807,UDP,.A....,0,0,1,71,background
83199,2016-07-30 20:08:39,0.0,168.57.126.189,42.219.157.16,51382,53,UDP,.A....,0,0,1,83,background
83299,2016-07-30 20:14:49,0.0,42.219.154.107,143.72.8.137,52127,53,UDP,.A....,0,0,1,55,background
83399,2016-07-30 20:21:08,3.084,42.219.159.90,229.87.46.246,11132,445,TCP,....S.,0,0,2,96,background
83499,2016-07-30 20:27:34,0.0,42.219.159.170,212.32.30.165,57179,80,TCP,.A....,0,72,1,52,background
83599,2016-07-30 20:34:03,4.26,211.51.153.168,42.219.158.186,57295,80,TCP,.AP.SF,0,0,85,8259,background
83699,2016-07-30 20:40:25,2.648,165.129.45.214,42.219.156.211,63985,443,TCP,.AP.SF,0,0,9,1067,background
83799,2016-07-30 20:47:15,299.992,216.43.138.147,42.219.159.197,161,55005,UDP,.A....,0,0,479,48795,background
83899,2016-07-30 20:53:48,0.284,42.219.156.211,165.129.22.35,80,51707,TCP,.AP.SF,0,0,4,1011,background
83999,2016-07-30 21:00:35,0.236,42.219.159.92,82.177.240.219,53390,443,TCP,...RS.,0,0,2,104,background
84099,2016-07-30 21:06:36,0.0,42.219.158.191,204.97.73.32,53,57843,UDP,.A....,0,0,1,179,background
84199,2016-07-30 21:12:13,3.208,42.219.155.28,74.158.130.205,443,18675,TCP,.APRSF,0,0,11,4723,background
84299,2016-07-30 21:18:13,0.0,42.219.158.156,37.140.237.130,443,10068,TCP,.A....,0,0,1,40,background
84399,2016-07-30 21:24:03,0.68,42.219.156.211,165.129.22.35,80,47544,TCP,.AP.SF,0,0,4,902,background
84499,2016-07-30 21:29:55,3.012,42.219.159.90,148.127.149.31,39698,445,TCP,....S.,0,0,2,96,background
84599,2016-07-30 21:36:03,1.328,65.120.6.32,42.219.155.28,28067,443,TCP,.APRSF,0,0,12,2877,background
84699,2016-07-30 21:42:13,0.0,37.140.227.19,42.219.154.109,41831,80,TCP,.A...F,0,72,1,52,background
84799,2016-07-30 21:48:31,17.188,212.114.44.14,42.219.156.211,50684,80,TCP,.AP.SF,0,0,6,665,background
84899,2016-07-30 21:54:27,0.0,143.72.8.137,42.219.154.101,53,38070,UDP,.A....,0,0,1,142,background
84999,2016-07-30 22:00:49,1.896,42.219.159.85,85.194.138.241,32993,443,TCP,.AP.SF,0,0,386,21575,background
85099,2016-07-30 22:07:23,4.992,168.183.25.82,42.219.158.180,54086,443,TCP,.AP.SF,0,0,8,2312,background
85199,2016-07-30 22:14:01,2.96,42.219.159.95,249.119.98.166,22050,445,TCP,....S.,0,0,2,96,background
85299,2016-07-30 22:20:38,0.0,133.50.102.204,42.219.155.28,56969,53413,UDP,.A....,0,0,2,197,background
85399,2016-07-30 22:27:20,0.0,42.219.159.82,208.66.83.222,8000,41515,TCP,.A....,0,0,1,52,background
85499,2016-07-30 22:34:10,0.0,178.15.239.196,42.219.149.166,50606,1433,TCP,....S.,0,0,1,40,background
85599,2016-07-30 22:41:20,0.0,204.97.202.81,42.219.159.92,443,50954,TCP,.A...F,0,0,1,52,background
85699,2016-07-30 22:48:33,299.988,42.219.159.197,211.56.17.66,55005,161,UDP,.A....,0,0,167,23290,background
85799,2016-07-30 22:55:32,32.668,176.164.178.129,42.219.156.211,20132,443,TCP,.APRSF,0,64,12,1201,background
85899,2016-07-30 23:02:48,0.0,42.219.158.160,143.72.8.137,57586,53,UDP,.A....,0,0,1,99,background
85999,2016-07-30 23:09:36,4.608,42.219.159.185,129.170.101.26,0,781,ICMP,.A....,0,0,3,168,background
86099,2016-07-30 23:16:51,329.568,211.51.153.65,42.219.159.82,51683,8000,TCP,.AP...,0,0,67,3676,background
86199,2016-07-30 23:24:01,8.996,212.114.31.237,42.219.159.85,58092,60006,TCP,....S.,0,0,3,152,background
86299,2016-07-30 23:31:09,2.848,42.219.159.95,118.192.242.152,2567,445,TCP,....S.,0,0,2,96,background
86399,2016-07-30 23:38:29,0.776,255.30.164.176,42.219.155.28,41181,443,TCP,.APRSF,0,72,11,2825,background
86499,2016-07-30 23:45:43,0.0,50.4.245.157,42.219.153.62,35695,53,UDP,.A....,0,72,1,80,background
86599,2016-07-30 23:52:28,0.0,165.130.186.158,42.219.159.85,28048,60006,UDP,.A....,0,0,1,131,background
86699,2016-07-30 23:59:22,3.656,42.219.159.85,79.78.83.225,56416,80,TCP,.AP.S.,0,0,5,532,background
86799,2016-07-31 00:06:03,0.208,42.219.156.211,63.44.129.230,80,55719,TCP,.AP.SF,0,0,4,912,background
86899,2016-07-31 00:13:09,1.076,42.219.159.85,253.137.206.8,55795,443,TCP,.AP.S.,0,0,11,1318,blacklist
86999,2016-07-31 00:20:07,1.72,133.18.60.180,42.219.159.82,59235,10021,TCP,.AP.SF,0,64,10,446,background
87099,2016-07-31 00:27:22,1.364,74.158.12.166,42.219.155.28,8012,443,TCP,.APRSF,0,0,12,2861,background
87199,2016-07-31 00:34:25,0.376,42.219.159.92,43.164.49.177,48003,80,TCP,.AP.S.,0,0,6,678,background
87299,2016-07-31 00:41:44,3.008,42.219.159.197,104.101.173.187,49844,21,TCP,....S.,0,0,2,104,background
87399,2016-07-31 00:48:48,0.0,42.219.154.166,143.72.4.250,34666,53,UDP,.A....,0,0,1,64,background
87499,2016-07-31 00:56:03,1.88,42.219.155.28,70.210.156.227,443,7187,TCP,.APRSF,0,0,11,3396,background
87599,2016-07-31 01:03:20,0.108,143.253.93.113,42.219.153.128,80,53419,TCP,.AP.SF,0,0,12,11030,background
87699,2016-07-31 01:10:33,0.02,42.219.155.26,43.164.44.49,37508,80,TCP,.A...F,0,0,2,104,background
87799,2016-07-31 01:17:43,0.0,33.12.111.238,42.219.154.190,5353,5060,UDP,.A....,0,0,1,444,background
87899,2016-07-31 01:25:06,0.0,65.247.77.13,42.219.153.89,443,64800,TCP,.AP...,0,0,1,178,background
87999,2016-07-31 01:32:38,0.168,202.31.169.219,42.219.158.160,56593,80,TCP,.AP.SF,0,0,15,1399,background
88099,2016-07-31 01:39:29,3.564,42.219.155.28,64.208.187.79,443,58491,TCP,.APRSF,0,0,10,3344,background
88199,2016-07-31 01:46:37,0.0,42.219.154.103,143.72.8.137,48565,53,UDP,.A....,0,0,1,67,background
88299,2016-07-31 01:53:52,2.88,42.219.159.90,253.60.134.234,12041,445,TCP,....S.,0,0,2,96,background
88399,2016-07-31 02:01:03,2.884,42.219.159.95,152.160.6.208,57860,445,TCP,....S.,0,0,2,96,background
88499,2016-07-31 02:08:13,0.0,42.219.158.161,143.72.8.137,44368,53,UDP,.A....,0,0,1,52,background
88599,2016-07-31 02:15:51,0.088,42.219.157.23,91.71.126.144,80,15096,TCP,.AP.S.,0,0,28,39112,background
88699,2016-07-31 02:23:16,2.28,70.210.176.111,42.219.155.28,27845,443,TCP,.APRSF,0,0,12,2861,background
88799,2016-07-31 02:30:27,0.0,143.72.8.137,42.219.154.113,53,50735,UDP,.A....,0,0,1,125,background
88899,2016-07-31 02:37:26,26.156,42.219.159.219,103.36.227.11,0,2048,ICMP,.A....,0,0,14,448,background
88999,2016-07-31 02:44:41,30.452,42.219.156.211,209.58.172.89,80,41631,TCP,.AP.SF,0,0,10,1643,background
89099,2016-07-31 02:51:33,0.704,165.144.183.88,42.219.158.213,30222,45841,TCP,.AP.S.,0,0,22,1222,background
89199,2016-07-31 02:58:41,0.0,42.219.158.161,143.72.8.137,44951,53,UDP,.A....,0,0,1,74,background
89299,2016-07-31 03:05:46,0.092,61.136.198.244,42.219.154.151,80,43720,TCP,.A..SF,0,40,2,108,background
89399,2016-07-31 03:12:53,0.0,143.72.8.137,42.219.154.109,53,45005,UDP,.A....,0,0,1,123,background
89499,2016-07-31 03:20:09,0.0,42.219.154.97,54.143.54.178,80,20616,TCP,.AP...,0,2,10,14198,background
89599,2016-07-31 03:27:56,299.988,208.111.153.141,42.219.159.197,161,55005,UDP,.A....,0,0,463,47409,background
89699,2016-07-31 03:35:24,0.996,42.219.156.211,216.53.117.116,443,58410,TCP,.AP.SF,0,0,7,1658,background
89799,2016-07-31 03:43:02,0.252,42.219.156.211,219.206.132.21,80,24476,TCP,.AP.SF,0,0,4,857,background
89899,2016-07-31 03:50:15,0.0,63.239.73.46,42.219.159.85,80,26882,TCP,...R..,0,0,2,80,background
89999,2016-07-31 03:57:28,0.0,51.236.240.38,42.219.158.11,37743,53413,UDP,.A....,0,72,2,197,background
90099,2016-07-31 04:04:29,0.0,42.219.154.128,143.72.8.137,38751,53,UDP,.A....,0,0,1,63,background
90199,2016-07-31 04:11:37,0.0,229.16.96.126,42.219.144.168,59093,53413,UDP,.A....,0,4,1,46,background
90299,2016-07-31 04:18:43,4.14,42.219.156.210,213.183.123.132,443,62826,TCP,.AP.SF,0,0,10,6009,background
90399,2016-07-31 04:25:41,1.276,70.134.117.110,42.219.155.28,51689,443,TCP,.APRSF,0,0,12,2861,background
90499,2016-07-31 04:32:47,4.372,42.219.156.211,211.38.202.183,443,63878,TCP,.AP.SF,0,0,7,1417,background
90599,2016-07-31 04:39:51,0.24,63.44.129.230,42.219.156.211,53981,80,TCP,.APRS.,0,0,7,693,background
90699,2016-07-31 04:47:06,0.0,42.219.154.103,143.72.8.137,58018,53,UDP,.A....,0,0,1,76,background
90799,2016-07-31 04:54:21,0.0,143.72.4.250,42.219.154.150,53,49434,UDP,.A....,0,0,1,150,background
90899,2016-07-31 05:01:20,1.756,67.207.105.143,42.219.159.82,60198,21,TCP,.AP.SF,0,0,10,446,background
90999,2016-07-31 05:08:43,0.0,42.219.159.82,201.174.205.133,8000,48358,TCP,.A....,0,0,1,52,background
91099,2016-07-31 05:15:05,0.0,42.219.153.62,210.46.47.206,53,60775,UDP,.A....,0,0,1,76,background
91199,2016-07-31 05:23:00,0.0,79.169.16.82,42.219.155.2,35082,53413,UDP,.A....,0,0,2,197,background
91299,2016-07-31 05:30:55,1.768,212.115.152.79,42.219.153.21,49012,80,TCP,.AP.SF,0,0,522,21046,background
91399,2016-07-31 05:38:23,0.0,42.219.157.235,216.51.220.146,4500,4500,UDP,.A....,0,192,1,124,background
91499,2016-07-31 05:46:02,3.072,42.219.159.95,170.237.117.35,18619,445,TCP,....S.,0,0,2,96,background
